operation,kind,inputs,outputs,input_dimensions_um,output_dimensions_um,settings_json
maple-33-separate,cut,maple-33,maple-33-window;maple-33-reserve,"[108000, 419000, 33000]","{""maple-33-reserve"": [108000, 196000, 33000], ""maple-33-window"": [108000, 220000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
maple-33-end-min,cut,maple-33-window,maple-33-end1;maple-33-end-min-off,"[108000, 220000, 33000]","{""maple-33-end-min-off"": [108000, 8000, 33000], ""maple-33-end1"": [108000, 209000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
maple-33-end-max,cut,maple-33-end1,maple-33-blank;maple-33-end-max-off,"[108000, 209000, 33000]","{""maple-33-blank"": [108000, 195000, 33000], ""maple-33-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
maple-33-zmin,surface,maple-33-blank,maple-33-z1;maple-33-zmin-loss,"[108000, 195000, 33000]","{""maple-33-z1"": [108000, 195000, 30000], ""maple-33-zmin-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-33-zmax,surface,maple-33-z1,maple-33-z2;maple-33-zmax-loss,"[108000, 195000, 30000]","{""maple-33-z2"": [108000, 195000, 27000], ""maple-33-zmax-loss"": [108000, 195000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-33-xmin,surface,maple-33-z2,maple-33-x1;maple-33-xmin-loss,"[108000, 195000, 27000]","{""maple-33-x1"": [107000, 195000, 27000], ""maple-33-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-33-xmax,surface,maple-33-x1,maple-33-x2;maple-33-xmax-loss,"[107000, 195000, 27000]","{""maple-33-x2"": [106000, 195000, 27000], ""maple-33-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-33-rip,cut,maple-33-x2,maple-33-pre;maple-33-rip-off,"[106000, 195000, 27000]","{""maple-33-pre"": [26000, 195000, 27000], ""maple-33-rip-off"": [77000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-33-joint,surface,maple-33-pre,panel-4-strip-2;maple-33-joint-loss,"[26000, 195000, 27000]","{""maple-33-joint-loss"": [1000, 195000, 27000], ""panel-4-strip-2"": [25000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-7-separate,cut,walnut-7,walnut-7-window;walnut-7-reserve,"[83000, 419000, 37000]","{""walnut-7-reserve"": [83000, 196000, 37000], ""walnut-7-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-7-end-min,cut,walnut-7-window,walnut-7-end1;walnut-7-end-min-off,"[83000, 220000, 37000]","{""walnut-7-end-min-off"": [83000, 8000, 37000], ""walnut-7-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-7-end-max,cut,walnut-7-end1,walnut-7-blank;walnut-7-end-max-off,"[83000, 209000, 37000]","{""walnut-7-blank"": [83000, 195000, 37000], ""walnut-7-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-7-zmin,surface,walnut-7-blank,walnut-7-z1;walnut-7-zmin-loss,"[83000, 195000, 37000]","{""walnut-7-z1"": [83000, 195000, 32000], ""walnut-7-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-7-zmax,surface,walnut-7-z1,walnut-7-z2;walnut-7-zmax-loss,"[83000, 195000, 32000]","{""walnut-7-z2"": [83000, 195000, 27000], ""walnut-7-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-7-xmin,surface,walnut-7-z2,walnut-7-x1;walnut-7-xmin-loss,"[83000, 195000, 27000]","{""walnut-7-x1"": [82000, 195000, 27000], ""walnut-7-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-7-xmax,surface,walnut-7-x1,walnut-7-x2;walnut-7-xmax-loss,"[82000, 195000, 27000]","{""walnut-7-x2"": [81000, 195000, 27000], ""walnut-7-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-7-rip,cut,walnut-7-x2,walnut-7-pre;walnut-7-rip-off,"[81000, 195000, 27000]","{""walnut-7-pre"": [26000, 195000, 27000], ""walnut-7-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-7-joint,surface,walnut-7-pre,panel-4-strip-3;walnut-7-joint-loss,"[26000, 195000, 27000]","{""panel-4-strip-3"": [25000, 195000, 27000], ""walnut-7-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-8-separate,cut,walnut-8,walnut-8-window;walnut-8-reserve,"[83000, 419000, 37000]","{""walnut-8-reserve"": [83000, 196000, 37000], ""walnut-8-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-8-end-min,cut,walnut-8-window,walnut-8-end1;walnut-8-end-min-off,"[83000, 220000, 37000]","{""walnut-8-end-min-off"": [83000, 8000, 37000], ""walnut-8-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-8-end-max,cut,walnut-8-end1,walnut-8-blank;walnut-8-end-max-off,"[83000, 209000, 37000]","{""walnut-8-blank"": [83000, 195000, 37000], ""walnut-8-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-8-zmin,surface,walnut-8-blank,walnut-8-z1;walnut-8-zmin-loss,"[83000, 195000, 37000]","{""walnut-8-z1"": [83000, 195000, 32000], ""walnut-8-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-8-zmax,surface,walnut-8-z1,walnut-8-z2;walnut-8-zmax-loss,"[83000, 195000, 32000]","{""walnut-8-z2"": [83000, 195000, 27000], ""walnut-8-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-8-xmin,surface,walnut-8-z2,walnut-8-x1;walnut-8-xmin-loss,"[83000, 195000, 27000]","{""walnut-8-x1"": [82000, 195000, 27000], ""walnut-8-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-8-xmax,surface,walnut-8-x1,walnut-8-x2;walnut-8-xmax-loss,"[82000, 195000, 27000]","{""walnut-8-x2"": [81000, 195000, 27000], ""walnut-8-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-8-rip,cut,walnut-8-x2,walnut-8-pre;walnut-8-rip-off,"[81000, 195000, 27000]","{""walnut-8-pre"": [26000, 195000, 27000], ""walnut-8-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-8-joint,surface,walnut-8-pre,panel-4-strip-4;walnut-8-joint-loss,"[26000, 195000, 27000]","{""panel-4-strip-4"": [25000, 195000, 27000], ""walnut-8-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-9-separate,cut,walnut-9,walnut-9-window;walnut-9-reserve,"[83000, 419000, 37000]","{""walnut-9-reserve"": [83000, 196000, 37000], ""walnut-9-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-9-end-min,cut,walnut-9-window,walnut-9-end1;walnut-9-end-min-off,"[83000, 220000, 37000]","{""walnut-9-end-min-off"": [83000, 8000, 37000], ""walnut-9-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-9-end-max,cut,walnut-9-end1,walnut-9-blank;walnut-9-end-max-off,"[83000, 209000, 37000]","{""walnut-9-blank"": [83000, 195000, 37000], ""walnut-9-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-9-zmin,surface,walnut-9-blank,walnut-9-z1;walnut-9-zmin-loss,"[83000, 195000, 37000]","{""walnut-9-z1"": [83000, 195000, 32000], ""walnut-9-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-9-zmax,surface,walnut-9-z1,walnut-9-z2;walnut-9-zmax-loss,"[83000, 195000, 32000]","{""walnut-9-z2"": [83000, 195000, 27000], ""walnut-9-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-9-xmin,surface,walnut-9-z2,walnut-9-x1;walnut-9-xmin-loss,"[83000, 195000, 27000]","{""walnut-9-x1"": [82000, 195000, 27000], ""walnut-9-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-9-xmax,surface,walnut-9-x1,walnut-9-x2;walnut-9-xmax-loss,"[82000, 195000, 27000]","{""walnut-9-x2"": [81000, 195000, 27000], ""walnut-9-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-9-rip,cut,walnut-9-x2,walnut-9-pre;walnut-9-rip-off,"[81000, 195000, 27000]","{""walnut-9-pre"": [26000, 195000, 27000], ""walnut-9-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-9-joint,surface,walnut-9-pre,panel-4-strip-5;walnut-9-joint-loss,"[26000, 195000, 27000]","{""panel-4-strip-5"": [25000, 195000, 27000], ""walnut-9-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-10-separate,cut,walnut-10,walnut-10-window;walnut-10-reserve,"[83000, 419000, 37000]","{""walnut-10-reserve"": [83000, 196000, 37000], ""walnut-10-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-10-end-min,cut,walnut-10-window,walnut-10-end1;walnut-10-end-min-off,"[83000, 220000, 37000]","{""walnut-10-end-min-off"": [83000, 8000, 37000], ""walnut-10-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-10-end-max,cut,walnut-10-end1,walnut-10-blank;walnut-10-end-max-off,"[83000, 209000, 37000]","{""walnut-10-blank"": [83000, 195000, 37000], ""walnut-10-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-10-zmin,surface,walnut-10-blank,walnut-10-z1;walnut-10-zmin-loss,"[83000, 195000, 37000]","{""walnut-10-z1"": [83000, 195000, 32000], ""walnut-10-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-10-zmax,surface,walnut-10-z1,walnut-10-z2;walnut-10-zmax-loss,"[83000, 195000, 32000]","{""walnut-10-z2"": [83000, 195000, 27000], ""walnut-10-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-10-xmin,surface,walnut-10-z2,walnut-10-x1;walnut-10-xmin-loss,"[83000, 195000, 27000]","{""walnut-10-x1"": [82000, 195000, 27000], ""walnut-10-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-10-xmax,surface,walnut-10-x1,walnut-10-x2;walnut-10-xmax-loss,"[82000, 195000, 27000]","{""walnut-10-x2"": [81000, 195000, 27000], ""walnut-10-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-10-rip,cut,walnut-10-x2,walnut-10-pre;walnut-10-rip-off,"[81000, 195000, 27000]","{""walnut-10-pre"": [26000, 195000, 27000], ""walnut-10-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-10-joint,surface,walnut-10-pre,panel-4-strip-6;walnut-10-joint-loss,"[26000, 195000, 27000]","{""panel-4-strip-6"": [25000, 195000, 27000], ""walnut-10-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-11-separate,cut,walnut-11,walnut-11-window;walnut-11-reserve,"[83000, 419000, 37000]","{""walnut-11-reserve"": [83000, 196000, 37000], ""walnut-11-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-11-end-min,cut,walnut-11-window,walnut-11-end1;walnut-11-end-min-off,"[83000, 220000, 37000]","{""walnut-11-end-min-off"": [83000, 8000, 37000], ""walnut-11-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-11-end-max,cut,walnut-11-end1,walnut-11-blank;walnut-11-end-max-off,"[83000, 209000, 37000]","{""walnut-11-blank"": [83000, 195000, 37000], ""walnut-11-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-11-zmin,surface,walnut-11-blank,walnut-11-z1;walnut-11-zmin-loss,"[83000, 195000, 37000]","{""walnut-11-z1"": [83000, 195000, 32000], ""walnut-11-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-11-zmax,surface,walnut-11-z1,walnut-11-z2;walnut-11-zmax-loss,"[83000, 195000, 32000]","{""walnut-11-z2"": [83000, 195000, 27000], ""walnut-11-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-11-xmin,surface,walnut-11-z2,walnut-11-x1;walnut-11-xmin-loss,"[83000, 195000, 27000]","{""walnut-11-x1"": [82000, 195000, 27000], ""walnut-11-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
walnut-11-xmax,surface,walnut-11-x1,walnut-11-x2;walnut-11-xmax-loss,"[82000, 195000, 27000]","{""walnut-11-x2"": [81000, 195000, 27000], ""walnut-11-xmax-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-11-rip,cut,walnut-11-x2,walnut-11-pre;walnut-11-rip-off,"[81000, 195000, 27000]","{""walnut-11-pre"": [26000, 195000, 27000], ""walnut-11-rip-off"": [52000, 195000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 15795000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
walnut-11-joint,surface,walnut-11-pre,panel-4-strip-7;walnut-11-joint-loss,"[26000, 195000, 27000]","{""panel-4-strip-7"": [25000, 195000, 27000], ""walnut-11-joint-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
walnut-12-separate,cut,walnut-12,walnut-12-window;walnut-12-reserve,"[83000, 419000, 37000]","{""walnut-12-reserve"": [83000, 196000, 37000], ""walnut-12-window"": [83000, 220000, 37000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 220000, ""tool"": ""saw""}"
walnut-12-end-min,cut,walnut-12-window,walnut-12-end1;walnut-12-end-min-off,"[83000, 220000, 37000]","{""walnut-12-end-min-off"": [83000, 8000, 37000], ""walnut-12-end1"": [83000, 209000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""max"", ""retained_um"": 209000, ""tool"": ""saw""}"
walnut-12-end-max,cut,walnut-12-end1,walnut-12-blank;walnut-12-end-max-off,"[83000, 209000, 37000]","{""walnut-12-blank"": [83000, 195000, 37000], ""walnut-12-end-max-off"": [83000, 11000, 37000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 9213000000000, ""retained_side"": ""min"", ""retained_um"": 195000, ""tool"": ""saw""}"
walnut-12-zmin,surface,walnut-12-blank,walnut-12-z1;walnut-12-zmin-loss,"[83000, 195000, 37000]","{""walnut-12-z1"": [83000, 195000, 32000], ""walnut-12-zmin-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
walnut-12-zmax,surface,walnut-12-z1,walnut-12-z2;walnut-12-zmax-loss,"[83000, 195000, 32000]","{""walnut-12-z2"": [83000, 195000, 27000], ""walnut-12-zmax-loss"": [83000, 195000, 5000]}","{""amount_um"": 5000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
walnut-12-xmin,surface,walnut-12-z2,walnut-12-x1;walnut-12-xmin-loss,"[83000, 195000, 27000]","{""walnut-12-x1"": [82000, 195000, 27000], ""walnut-12-xmin-loss"": [1000, 195000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
